StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2025-12-15 11:39:06;2025-12-15 11:39:06;2025-12-15 11:39:06;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:06;2025-12-15 11:39:07;00:00:01;00:00:01;1;1.998;0;0;1;2;2;1.998;1;1.998;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;1;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:07;2025-12-15 11:39:08;00:00:01;00:00:02;1;1.4985;0;0;1;3;1;1.4985;1;1.4985;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;2;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:08;2025-12-15 11:39:09;00:00:01;00:00:03;1;1.33245;0;0;1;4;1;1.33245;1;1.33245;0;0;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;3;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:09;2025-12-15 11:39:10;00:00:01;00:00:04;1;1.24906;0;0;1;5;1;1.24906;1;1.24906;0;0;0;0;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;4;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:10;2025-12-15 11:39:11;00:00:01;00:00:05;1;1.19928;0;0;1;6;1;1.19928;1;1.19928;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;5;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:11;2025-12-15 11:39:12;00:00:01;00:00:06;1;1.16608;0;0;1;7;1;1.16608;1;1.16608;0;0;0;0;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;6;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:12;2025-12-15 11:39:13;00:00:01;00:00:07;1;1.1422;0;0;1;8;1;1.1422;1;1.1422;0;0;0;0;1;1;7;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;7;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:13;2025-12-15 11:39:14;00:00:01;00:00:08;1;1.12444;0;0;1;9;1;1.12444;1;1.12444;0;0;0;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;8;0;0;0;0;0;0;
2025-12-15 11:39:06;2025-12-15 11:39:14;2025-12-15 11:39:15;00:00:01;00:00:09;1;1.11049;0;0;1;10;1;1.11049;1;1.11049;0;0;0;0;1;1;9;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;9;0;0;0;0;0;0;
