StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);Rate(P);Rate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);MsgRecvPerS(P);MsgRecvPerS(C);MsgSendPerS(P);MsgSendPerS(C);UnexpectedMsg(P);UnexpectedMsg(C);CurrentCall;InitSuccessfulCall(P);InitSuccessfulCall(C);TrafficSuccessfulCall(P);TrafficSuccessfulCall(C);DefaultSuccessfulCall(P);DefaultSuccessfulCall(C);AbortSuccessfulCall(P);AbortSuccessfulCall(C);FailedCall(P);FailedCall(C);FailedRefused(P);FailedRefused(C);FailedAborted(P);FailedAborted(C);FailedTimeout(P);FailedTimeout(C);ResponseTime(P);ResponseTime(C);ResponseTimeRepartition;<50;<75;<100;<150;<300;<5000;>=5000;
2026-01-07 17:02:54;2026-01-07 17:02:54;2026-01-07 17:02:54;00:00:00;00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:02:54;2026-01-07 17:02:55;00:00:01;00:00:01;0;0.998004;0;0;0;1;1;0.998004;1;0.998004;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:02:55;2026-01-07 17:02:56;00:00:01;00:00:02;0;0.499501;0;0;0;1;0;0.499501;0;0.499501;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:02:56;2026-01-07 17:02:57;00:00:01;00:00:03;0;0.333111;0;0;0;1;0;0.333111;0;0.333111;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:02:57;2026-01-07 17:02:58;00:00:01;00:00:04;0;0.249875;0;0;0;1;0;0.249875;0;0.249875;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:02:58;2026-01-07 17:02:59;00:00:01;00:00:05;0;0.19992;0;0;0;1;0;0.19992;0;0.19992;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:02:59;2026-01-07 17:03:00;00:00:01;00:00:06;0;0.166583;0;0;0;1;0;0.166583;0;0.166583;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:03:00;2026-01-07 17:03:01;00:00:01;00:00:07;0;0.142796;0;0;0;1;0;0.142796;0;0.142796;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:03:01;2026-01-07 17:03:02;00:00:01;00:00:08;0;0.124953;0;0;0;1;0;0.124953;0;0.124953;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:03:03;2026-01-07 17:03:03;00:00:01;00:00:09;0;0.111074;0;0;0;1;0;0.111074;0;0.111074;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
2026-01-07 17:02:54;2026-01-07 17:03:04;2026-01-07 17:03:04;00:00:01;00:00:10;0;0.09997;0;0;0;1;0;0.09997;0;0.09997;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;00:00:00:000;00:00:00:000;;0;0;0;0;0;0;0;
